date,date_period_text,value,data_element_text,data_measure_text,date_measure_text,data_transform_text,geo_entity_type_text,geo_entity_text,seas_adj_text,industry_code,viz_type_text
2025-05-01,Monthly,0.003872474946479206,Food and Beverage Stores,Level,Year-over-year,Percent change;Trail 3,Nation,US,Seasonally adjusted,445,Time series line
2025-04-01,Monthly,0.008247646829058505,Food and Beverage Stores,Level,Year-over-year,Percent change;Trail 3,Nation,US,Seasonally adjusted,445,Time series line
2025-03-01,Monthly,0.009649617606591221,Food and Beverage Stores,Level,Year-over-year,Percent change;Trail 3,Nation,US,Seasonally adjusted,445,Time series line
2025-02-01,Monthly,0.008318135994743958,Food and Beverage Stores,Level,Year-over-year,Percent change;Trail 3,Nation,US,Seasonally adjusted,445,Time series line
2025-01-01,Monthly,0.002930360819539494,Food and Beverage Stores,Level,Year-over-year,Percent change;Trail 3,Nation,US,Seasonally adjusted,445,Time series line
2024-12-01,Monthly,7.356293750663268e-4,Food and Beverage Stores,Level,Year-over-year,Percent change;Trail 3,Nation,US,Seasonally adjusted,445,Time series line
2024-11-01,Monthly,-7.878709450874396e-4,Food and Beverage Stores,Level,Year-over-year,Percent change;Trail 3,Nation,US,Seasonally adjusted,445,Time series line
2024-10-01,Monthly,-0.002245339327236954,Food and Beverage Stores,Level,Year-over-year,Percent change;Trail 3,Nation,US,Seasonally adjusted,445,Time series line
2024-09-01,Monthly,-0.0030268915756219337,Food and Beverage Stores,Level,Year-over-year,Percent change;Trail 3,Nation,US,Seasonally adjusted,445,Time series line
2024-08-01,Monthly,-0.006235068618726247,Food and Beverage Stores,Level,Year-over-year,Percent change;Trail 3,Nation,US,Seasonally adjusted,445,Time series line
2024-07-01,Monthly,-0.008259900900992823,Food and Beverage Stores,Level,Year-over-year,Percent change;Trail 3,Nation,US,Seasonally adjusted,445,Time series line
2024-06-01,Monthly,-0.012256306156333588,Food and Beverage Stores,Level,Year-over-year,Percent change;Trail 3,Nation,US,Seasonally adjusted,445,Time series line
2024-05-01,Monthly,-0.017440996905550565,Food and Beverage Stores,Level,Year-over-year,Percent change;Trail 3,Nation,US,Seasonally adjusted,445,Time series line
2024-04-01,Monthly,-0.022999295890202925,Food and Beverage Stores,Level,Year-over-year,Percent change;Trail 3,Nation,US,Seasonally adjusted,445,Time series line
2024-03-01,Monthly,-0.026895605245362348,Food and Beverage Stores,Level,Year-over-year,Percent change;Trail 3,Nation,US,Seasonally adjusted,445,Time series line
2024-02-01,Monthly,-0.027599623640681137,Food and Beverage Stores,Level,Year-over-year,Percent change;Trail 3,Nation,US,Seasonally adjusted,445,Time series line
2024-01-01,Monthly,-0.02526171921152239,Food and Beverage Stores,Level,Year-over-year,Percent change;Trail 3,Nation,US,Seasonally adjusted,445,Time series line
2023-12-01,Monthly,-0.025526716107843777,Food and Beverage Stores,Level,Year-over-year,Percent change;Trail 3,Nation,US,Seasonally adjusted,445,Time series line
2023-11-01,Monthly,-0.02378982759444581,Food and Beverage Stores,Level,Year-over-year,Percent change;Trail 3,Nation,US,Seasonally adjusted,445,Time series line
2023-10-01,Monthly,-0.020787566029675575,Food and Beverage Stores,Level,Year-over-year,Percent change;Trail 3,Nation,US,Seasonally adjusted,445,Time series line
2023-09-01,Monthly,-0.01613038682641103,Food and Beverage Stores,Level,Year-over-year,Percent change;Trail 3,Nation,US,Seasonally adjusted,445,Time series line
2023-08-01,Monthly,-0.015397854754732432,Food and Beverage Stores,Level,Year-over-year,Percent change;Trail 3,Nation,US,Seasonally adjusted,445,Time series line
2023-07-01,Monthly,-0.014825604548628099,Food and Beverage Stores,Level,Year-over-year,Percent change;Trail 3,Nation,US,Seasonally adjusted,445,Time series line
2023-06-01,Monthly,-0.01546464494643703,Food and Beverage Stores,Level,Year-over-year,Percent change;Trail 3,Nation,US,Seasonally adjusted,445,Time series line
2023-05-01,Monthly,-0.012168855929041896,Food and Beverage Stores,Level,Year-over-year,Percent change;Trail 3,Nation,US,Seasonally adjusted,445,Time series line
