date,date_period_text,value,data_element_text,data_measure_text,date_measure_text,data_transform_text,geo_entity_type_text,geo_entity_text,seas_adj_text,industry_code,viz_type_text
2025-05-01,Monthly,0.029234652229850555,"Retail Trade and Food Services, ex Gas",Level,Year-over-year,Percent change;Trail 3,Nation,US,Seasonally adjusted,44Z72,Time series line
2025-04-01,Monthly,0.02801326547515326,"Retail Trade and Food Services, ex Gas",Level,Year-over-year,Percent change;Trail 3,Nation,US,Seasonally adjusted,44Z72,Time series line
2025-03-01,Monthly,0.0216862735799294,"Retail Trade and Food Services, ex Gas",Level,Year-over-year,Percent change;Trail 3,Nation,US,Seasonally adjusted,44Z72,Time series line
2025-02-01,Monthly,0.017268074240518905,"Retail Trade and Food Services, ex Gas",Level,Year-over-year,Percent change;Trail 3,Nation,US,Seasonally adjusted,44Z72,Time series line
2025-01-01,Monthly,0.01888384896870421,"Retail Trade and Food Services, ex Gas",Level,Year-over-year,Percent change;Trail 3,Nation,US,Seasonally adjusted,44Z72,Time series line
2024-12-01,Monthly,0.018099710526136976,"Retail Trade and Food Services, ex Gas",Level,Year-over-year,Percent change;Trail 3,Nation,US,Seasonally adjusted,44Z72,Time series line
2024-11-01,Monthly,0.013372013823408432,"Retail Trade and Food Services, ex Gas",Level,Year-over-year,Percent change;Trail 3,Nation,US,Seasonally adjusted,44Z72,Time series line
2024-10-01,Monthly,0.007267548377774287,"Retail Trade and Food Services, ex Gas",Level,Year-over-year,Percent change;Trail 3,Nation,US,Seasonally adjusted,44Z72,Time series line
2024-09-01,Monthly,0.0031641163308336515,"Retail Trade and Food Services, ex Gas",Level,Year-over-year,Percent change;Trail 3,Nation,US,Seasonally adjusted,44Z72,Time series line
2024-08-01,Monthly,-0.0019099236128446995,"Retail Trade and Food Services, ex Gas",Level,Year-over-year,Percent change;Trail 3,Nation,US,Seasonally adjusted,44Z72,Time series line
2024-07-01,Monthly,-0.003087384175293084,"Retail Trade and Food Services, ex Gas",Level,Year-over-year,Percent change;Trail 3,Nation,US,Seasonally adjusted,44Z72,Time series line
2024-06-01,Monthly,-0.006093510149135506,"Retail Trade and Food Services, ex Gas",Level,Year-over-year,Percent change;Trail 3,Nation,US,Seasonally adjusted,44Z72,Time series line
2024-05-01,Monthly,-0.0021459818547774345,"Retail Trade and Food Services, ex Gas",Level,Year-over-year,Percent change;Trail 3,Nation,US,Seasonally adjusted,44Z72,Time series line
2024-04-01,Monthly,-0.0032855275429357254,"Retail Trade and Food Services, ex Gas",Level,Year-over-year,Percent change;Trail 3,Nation,US,Seasonally adjusted,44Z72,Time series line
2024-03-01,Monthly,-0.00888790040998925,"Retail Trade and Food Services, ex Gas",Level,Year-over-year,Percent change;Trail 3,Nation,US,Seasonally adjusted,44Z72,Time series line
2024-02-01,Monthly,-3.269074385034247e-4,"Retail Trade and Food Services, ex Gas",Level,Year-over-year,Percent change;Trail 3,Nation,US,Seasonally adjusted,44Z72,Time series line
2024-01-01,Monthly,0.008848375784552406,"Retail Trade and Food Services, ex Gas",Level,Year-over-year,Percent change;Trail 3,Nation,US,Seasonally adjusted,44Z72,Time series line
2023-12-01,Monthly,0.01793966356924681,"Retail Trade and Food Services, ex Gas",Level,Year-over-year,Percent change;Trail 3,Nation,US,Seasonally adjusted,44Z72,Time series line
2023-11-01,Monthly,0.011873465578373876,"Retail Trade and Food Services, ex Gas",Level,Year-over-year,Percent change;Trail 3,Nation,US,Seasonally adjusted,44Z72,Time series line
2023-10-01,Monthly,0.007100615983505865,"Retail Trade and Food Services, ex Gas",Level,Year-over-year,Percent change;Trail 3,Nation,US,Seasonally adjusted,44Z72,Time series line
2023-09-01,Monthly,0.01291989548091362,"Retail Trade and Food Services, ex Gas",Level,Year-over-year,Percent change;Trail 3,Nation,US,Seasonally adjusted,44Z72,Time series line
2023-08-01,Monthly,0.013976863308904871,"Retail Trade and Food Services, ex Gas",Level,Year-over-year,Percent change;Trail 3,Nation,US,Seasonally adjusted,44Z72,Time series line
2023-07-01,Monthly,0.013680738559036953,"Retail Trade and Food Services, ex Gas",Level,Year-over-year,Percent change;Trail 3,Nation,US,Seasonally adjusted,44Z72,Time series line
2023-06-01,Monthly,0.001344850926883745,"Retail Trade and Food Services, ex Gas",Level,Year-over-year,Percent change;Trail 3,Nation,US,Seasonally adjusted,44Z72,Time series line
2023-05-01,Monthly,-0.006960706836657911,"Retail Trade and Food Services, ex Gas",Level,Year-over-year,Percent change;Trail 3,Nation,US,Seasonally adjusted,44Z72,Time series line
