date,date_period_text,value,data_element_text,data_measure_text,date_measure_text,data_transform_text,geo_entity_type_text,geo_entity_text,seas_adj_text,viz_type_text
2025-05-01,Monthly,0.05025150137964037,"Retail Trade and Food Services, ex Auto and Gas",Level,Year-over-year,Percent change;Trail 3,Nation,US,Seasonally adjusted,Time series line
2025-05-01,Monthly,0.04084259583535307,"Retail Trade and Food Services, ex Auto and Gas",Level,Month-over-month,Percent change;Annualized;Trail 3,Nation,US,Seasonally adjusted,Time series line
2025-04-01,Monthly,0.05078405410550402,"Retail Trade and Food Services, ex Auto and Gas",Level,Year-over-year,Percent change;Trail 3,Nation,US,Seasonally adjusted,Time series line
2025-04-01,Monthly,0.06624545504601971,"Retail Trade and Food Services, ex Auto and Gas",Level,Month-over-month,Percent change;Annualized;Trail 3,Nation,US,Seasonally adjusted,Time series line
2025-03-01,Monthly,0.04848717525817148,"Retail Trade and Food Services, ex Auto and Gas",Level,Year-over-year,Percent change;Trail 3,Nation,US,Seasonally adjusted,Time series line
2025-03-01,Monthly,0.0459877859945926,"Retail Trade and Food Services, ex Auto and Gas",Level,Month-over-month,Percent change;Annualized;Trail 3,Nation,US,Seasonally adjusted,Time series line
2025-02-01,Monthly,0.04516493333513568,"Retail Trade and Food Services, ex Auto and Gas",Level,Year-over-year,Percent change;Trail 3,Nation,US,Seasonally adjusted,Time series line
2025-02-01,Monthly,0.02954499808329958,"Retail Trade and Food Services, ex Auto and Gas",Level,Month-over-month,Percent change;Annualized;Trail 3,Nation,US,Seasonally adjusted,Time series line
2025-01-01,Monthly,0.04239367918334954,"Retail Trade and Food Services, ex Auto and Gas",Level,Year-over-year,Percent change;Trail 3,Nation,US,Seasonally adjusted,Time series line
2025-01-01,Monthly,0.008108058614422431,"Retail Trade and Food Services, ex Auto and Gas",Level,Month-over-month,Percent change;Annualized;Trail 3,Nation,US,Seasonally adjusted,Time series line
2024-12-01,Monthly,0.0411882453006757,"Retail Trade and Food Services, ex Auto and Gas",Level,Year-over-year,Percent change;Trail 3,Nation,US,Seasonally adjusted,Time series line
2024-12-01,Monthly,0.03924334206249173,"Retail Trade and Food Services, ex Auto and Gas",Level,Month-over-month,Percent change;Annualized;Trail 3,Nation,US,Seasonally adjusted,Time series line
2024-11-01,Monthly,0.04070133996207163,"Retail Trade and Food Services, ex Auto and Gas",Level,Year-over-year,Percent change;Trail 3,Nation,US,Seasonally adjusted,Time series line
2024-11-01,Monthly,0.06364743802953259,"Retail Trade and Food Services, ex Auto and Gas",Level,Month-over-month,Percent change;Annualized;Trail 3,Nation,US,Seasonally adjusted,Time series line
