date,date_period_text,value,data_element_text,data_measure_text,date_measure_text,data_transform_text,geo_entity_type_text,geo_entity_text,seas_adj_text,viz_type_text
2025-05-01,Monthly,0.06067072254913556,Health and Personal Care Stores,Level,Year-over-year,Percent change;Trail 3,Nation,US,Seasonally adjusted,Time series line
2025-04-01,Monthly,0.05959508872967797,Health and Personal Care Stores,Level,Year-over-year,Percent change;Trail 3,Nation,US,Seasonally adjusted,Time series line
2025-03-01,Monthly,0.044290578736438414,Health and Personal Care Stores,Level,Year-over-year,Percent change;Trail 3,Nation,US,Seasonally adjusted,Time series line
2025-02-01,Monthly,0.027190185506335746,Health and Personal Care Stores,Level,Year-over-year,Percent change;Trail 3,Nation,US,Seasonally adjusted,Time series line
2025-01-01,Monthly,0.010246591389624212,Health and Personal Care Stores,Level,Year-over-year,Percent change;Trail 3,Nation,US,Seasonally adjusted,Time series line
2024-12-01,Monthly,0.004947870082726495,Health and Personal Care Stores,Level,Year-over-year,Percent change;Trail 3,Nation,US,Seasonally adjusted,Time series line
2024-11-01,Monthly,0.014223289816884884,Health and Personal Care Stores,Level,Year-over-year,Percent change;Trail 3,Nation,US,Seasonally adjusted,Time series line
2024-10-01,Monthly,0.02094317035822235,Health and Personal Care Stores,Level,Year-over-year,Percent change;Trail 3,Nation,US,Seasonally adjusted,Time series line
2024-09-01,Monthly,0.03203176613889772,Health and Personal Care Stores,Level,Year-over-year,Percent change;Trail 3,Nation,US,Seasonally adjusted,Time series line
2024-08-01,Monthly,0.010605126557988767,Health and Personal Care Stores,Level,Year-over-year,Percent change;Trail 3,Nation,US,Seasonally adjusted,Time series line
2024-07-01,Monthly,-0.0033755674695803797,Health and Personal Care Stores,Level,Year-over-year,Percent change;Trail 3,Nation,US,Seasonally adjusted,Time series line
2024-06-01,Monthly,-0.022473238372450854,Health and Personal Care Stores,Level,Year-over-year,Percent change;Trail 3,Nation,US,Seasonally adjusted,Time series line
2024-05-01,Monthly,-0.023488804681996656,Health and Personal Care Stores,Level,Year-over-year,Percent change;Trail 3,Nation,US,Seasonally adjusted,Time series line
2024-04-01,Monthly,-0.019415258221858373,Health and Personal Care Stores,Level,Year-over-year,Percent change;Trail 3,Nation,US,Seasonally adjusted,Time series line
2024-03-01,Monthly,-0.009799703224006731,Health and Personal Care Stores,Level,Year-over-year,Percent change;Trail 3,Nation,US,Seasonally adjusted,Time series line
2024-02-01,Monthly,0.017175839044415553,Health and Personal Care Stores,Level,Year-over-year,Percent change;Trail 3,Nation,US,Seasonally adjusted,Time series line
2024-01-01,Monthly,0.04188165385765844,Health and Personal Care Stores,Level,Year-over-year,Percent change;Trail 3,Nation,US,Seasonally adjusted,Time series line
2023-12-01,Monthly,0.0647681809185255,Health and Personal Care Stores,Level,Year-over-year,Percent change;Trail 3,Nation,US,Seasonally adjusted,Time series line
2023-11-01,Monthly,0.057070423390554424,Health and Personal Care Stores,Level,Year-over-year,Percent change;Trail 3,Nation,US,Seasonally adjusted,Time series line
2023-10-01,Monthly,0.05104724430840298,Health and Personal Care Stores,Level,Year-over-year,Percent change;Trail 3,Nation,US,Seasonally adjusted,Time series line
2023-09-01,Monthly,0.035725539803346175,Health and Personal Care Stores,Level,Year-over-year,Percent change;Trail 3,Nation,US,Seasonally adjusted,Time series line
2023-08-01,Monthly,0.03847365444541021,Health and Personal Care Stores,Level,Year-over-year,Percent change;Trail 3,Nation,US,Seasonally adjusted,Time series line
2023-07-01,Monthly,0.04069396677234072,Health and Personal Care Stores,Level,Year-over-year,Percent change;Trail 3,Nation,US,Seasonally adjusted,Time series line
2023-06-01,Monthly,0.04170877290144159,Health and Personal Care Stores,Level,Year-over-year,Percent change;Trail 3,Nation,US,Seasonally adjusted,Time series line
2023-05-01,Monthly,0.03727652278066085,Health and Personal Care Stores,Level,Year-over-year,Percent change;Trail 3,Nation,US,Seasonally adjusted,Time series line
