date,date_period_text,value,data_element_text,data_measure_text,date_measure_text,data_transform_text,geo_entity_type_text,geo_entity_text,seas_adj_text,industry_code,viz_type_text
2025-05-01,Monthly,0.020363506882269105,Retail Trade and Food Services,Level,Year-over-year,Percent change;Trail 3,Nation,US,Seasonally adjusted,44X72,Time series line
2025-04-01,Monthly,0.020792278149574035,Retail Trade and Food Services,Level,Year-over-year,Percent change;Trail 3,Nation,US,Seasonally adjusted,44X72,Time series line
2025-03-01,Monthly,0.017146179561695396,Retail Trade and Food Services,Level,Year-over-year,Percent change;Trail 3,Nation,US,Seasonally adjusted,44X72,Time series line
2025-02-01,Monthly,0.013952658255313333,Retail Trade and Food Services,Level,Year-over-year,Percent change;Trail 3,Nation,US,Seasonally adjusted,44X72,Time series line
2025-01-01,Monthly,0.014440952999657123,Retail Trade and Food Services,Level,Year-over-year,Percent change;Trail 3,Nation,US,Seasonally adjusted,44X72,Time series line
2024-12-01,Monthly,0.01121169028512492,Retail Trade and Food Services,Level,Year-over-year,Percent change;Trail 3,Nation,US,Seasonally adjusted,44X72,Time series line
2024-11-01,Monthly,0.004239998986820259,Retail Trade and Food Services,Level,Year-over-year,Percent change;Trail 3,Nation,US,Seasonally adjusted,44X72,Time series line
2024-10-01,Monthly,-0.0020754268053310523,Retail Trade and Food Services,Level,Year-over-year,Percent change;Trail 3,Nation,US,Seasonally adjusted,44X72,Time series line
2024-09-01,Monthly,-0.0035327047019001836,Retail Trade and Food Services,Level,Year-over-year,Percent change;Trail 3,Nation,US,Seasonally adjusted,44X72,Time series line
2024-08-01,Monthly,-0.005201757623023144,Retail Trade and Food Services,Level,Year-over-year,Percent change;Trail 3,Nation,US,Seasonally adjusted,44X72,Time series line
2024-07-01,Monthly,-0.004259172395253641,Retail Trade and Food Services,Level,Year-over-year,Percent change;Trail 3,Nation,US,Seasonally adjusted,44X72,Time series line
2024-06-01,Monthly,-0.007199965809409514,Retail Trade and Food Services,Level,Year-over-year,Percent change;Trail 3,Nation,US,Seasonally adjusted,44X72,Time series line
2024-05-01,Monthly,-0.0043132907666046565,Retail Trade and Food Services,Level,Year-over-year,Percent change;Trail 3,Nation,US,Seasonally adjusted,44X72,Time series line
2024-04-01,Monthly,-0.006751191071893666,Retail Trade and Food Services,Level,Year-over-year,Percent change;Trail 3,Nation,US,Seasonally adjusted,44X72,Time series line
2024-03-01,Monthly,-0.01411407704559886,Retail Trade and Food Services,Level,Year-over-year,Percent change;Trail 3,Nation,US,Seasonally adjusted,44X72,Time series line
2024-02-01,Monthly,-0.00750512364929079,Retail Trade and Food Services,Level,Year-over-year,Percent change;Trail 3,Nation,US,Seasonally adjusted,44X72,Time series line
2024-01-01,Monthly,-0.0010541999856558126,Retail Trade and Food Services,Level,Year-over-year,Percent change;Trail 3,Nation,US,Seasonally adjusted,44X72,Time series line
2023-12-01,Monthly,0.006853709058326903,Retail Trade and Food Services,Level,Year-over-year,Percent change;Trail 3,Nation,US,Seasonally adjusted,44X72,Time series line
2023-11-01,Monthly,0.001989806351260929,Retail Trade and Food Services,Level,Year-over-year,Percent change;Trail 3,Nation,US,Seasonally adjusted,44X72,Time series line
2023-10-01,Monthly,-0.002229594175373606,Retail Trade and Food Services,Level,Year-over-year,Percent change;Trail 3,Nation,US,Seasonally adjusted,44X72,Time series line
2023-09-01,Monthly,-0.0015377148149639714,Retail Trade and Food Services,Level,Year-over-year,Percent change;Trail 3,Nation,US,Seasonally adjusted,44X72,Time series line
2023-08-01,Monthly,-0.007591617086245524,Retail Trade and Food Services,Level,Year-over-year,Percent change;Trail 3,Nation,US,Seasonally adjusted,44X72,Time series line
2023-07-01,Monthly,-0.012290380958951444,Retail Trade and Food Services,Level,Year-over-year,Percent change;Trail 3,Nation,US,Seasonally adjusted,44X72,Time series line
2023-06-01,Monthly,-0.021696288100866507,Retail Trade and Food Services,Level,Year-over-year,Percent change;Trail 3,Nation,US,Seasonally adjusted,44X72,Time series line
2023-05-01,Monthly,-0.025957158647999856,Retail Trade and Food Services,Level,Year-over-year,Percent change;Trail 3,Nation,US,Seasonally adjusted,44X72,Time series line
